id,text,source,language,category
81,في مؤتمر الأطراف الثامن والعشرين المنعقد في دبي، اتفقت الدول على التحول بعيداً عن الوقود الأحفوري في أنظمة الطاقة. وطالبت الدول النامية بتعويضات عن الأضرار المناخية التي لحقت بها رغم مساهمتها المحدودة في الانبعاثات. كما أُعلن عن صندوق لمعالجة الخسائر والأضرار بقيمة 792 مليون دولار من التعهدات الأولية.,نشرة السياسات المناخية,ar,policy
84,أطلق الاتحاد الأوروبي آلية تعديل حدود الكربون في أكتوبر 2023، والتي تلزم المستوردين بالإبلاغ عن محتوى الكربون في السلع المستوردة كالفولاذ والإسمنت والألمنيوم. وتهدف الآلية إلى منع تسرب الكربون وضمان تكافؤ الفرص التنافسية بين المنتجين الأوروبيين والمستوردين من دول ذات معايير بيئية أقل صرامة.,نشرة التنظيمات المناخية الأوروبية,ar,policy
166,أصدر المنتدى العربي للبيئة والتنمية تقريره السنوي حول حالة البيئة العربية، مشيراً إلى أن تكاليف التدهور البيئي في المنطقة العربية تبلغ 5% من الناتج المحلي الإجمالي سنوياً. وأوصى التقرير بتبني اقتصاد أخضر دائري يقلل الهدر ويعظم كفاءة استخدام الموارد الطبيعية، خاصة المياه والطاقة.,تقرير المنتدى العربي للبيئة والتنمية,ar,policy
175,"استضافت مدينة الرياض المؤتمر السعودي الأول للمناخ والاستدامة في نوفمبر 2023 بمشاركة 2,000 متخصص من 60 دولة. وأُعلن خلال المؤتمر عن إطلاق صندوق استثماري بقيمة 2.5 مليار دولار لتمويل مشاريع التقنيات النظيفة في المنطقة العربية. كما وقّعت 8 دول عربية على ميثاق التعاون الإقليمي للعمل المناخي.",تقرير مؤتمر الرياض للمناخ,ar,policy
86,أكد باحثون في معهد غودارد لدراسات الفضاء التابع لوكالة ناسا أن عام 2023 كان الأكثر حرارة على الإطلاق، حيث بلغ متوسط درجات الحرارة العالمية 1.48 درجة مئوية فوق خط الأساس للفترة 1850-1900. وساهمت ظاهرة النينو التي تطورت في منتصف 2023 في تضخيم اتجاهات الاحترار عبر جنوب أوروبا وشمال أفريقيا والشرق الأوسط.,مجلة نيتشر لتغير المناخ,ar,science
91,سجلت المنظمة العالمية للأرصاد الجوية ارتفاعاً في مستوى سطح البحر العالمي بمقدار 4.5 مليمتر في عام 2023، وهو أعلى ارتفاع سنوي منذ بدء القياسات بالأقمار الاصطناعية في 1993. ويعود 40% من الارتفاع إلى التمدد الحراري لمياه المحيطات، بينما يساهم ذوبان الأنهار الجليدية والصفائح الجليدية في النسبة المتبقية.,تقرير حالة المناخ العالمي,ar,science
116,"بلغ تركيز الميثان في الغلاف الجوي 1,923 جزءاً في المليار في عام 2023، أي أكثر من 2.5 ضعف مستوى ما قبل الثورة الصناعية البالغ 722 جزءاً في المليار. ومن المتوقع أن تحدد بيانات القمر الاصطناعي ميثان سات الذي أُطلق في مارس 2024 مصادر انبعاثات الميثان من منشآت النفط والغاز الفردية حول العالم.",التقرير المناخي للإدارة الوطنية للمحيطات,ar,science
135,تكشف البيانات الحديثة أن منطقة الشرق الأوسط وشمال أفريقيا تسجل معدلات احترار تفوق المتوسط العالمي بمقدار الضعف. وارتفعت درجات الحرارة في المنطقة بمقدار 1.5 درجة مئوية منذ عصر ما قبل الصناعة، مقارنة بالمتوسط العالمي البالغ 1.1 درجة. وتحذر الدراسات من أن أجزاء من الخليج العربي قد تصبح غير صالحة للسكن البشري بحلول نهاية القرن.,تقرير المناخ الإقليمي,ar,science
178,وثّق تقرير المنظمة العالمية للأرصاد الجوية أن العقد 2014-2023 كان الأكثر حرارة في التاريخ المسجل، حيث تجاوز متوسط درجة الحرارة العالمية مستويات ما قبل الثورة الصناعية بأكثر من درجة مئوية واحدة. وسُجلت أعلى الحالات الشاذة في القطب الشمالي الذي يسخن بمعدل يفوق المتوسط العالمي بثلاثة أضعاف.,تقرير حالة المناخ العالمي,ar,science
39,"The Netherlands' Room for the River program, completed in 2019 at a cost of 2.3 billion euros, redesigned 34 locations along the Rhine, Meuse, and IJssel rivers to accommodate higher water levels. Rather than raising dikes further, the program lowered floodplains, created water storage areas, and relocated homes. The approach has become a model for nature-based flood management across Europe.",European Adaptation Case Studies,en,adaptation
66,"The Great Green Wall of the Sahara and Sahel Initiative, launched in 2007, aims to restore 100 million hectares of degraded land across 8,000 kilometers from Senegal to Djibouti. As of 2024, approximately 18 million hectares have been restored. UNEP coordinates the effort with 20 African nations, and the initiative received $19 billion in pledged funding at the One Planet Summit in January 2021.",UNEP Great Green Wall Report,en,adaptation
70,"Urban heat island effects in Middle Eastern cities amplify ambient temperatures by 3 to 8 degrees Celsius above surrounding areas. Amman, Riyadh, and Baghdad are among the fastest-warming cities globally. Adaptation strategies include cool roof mandates requiring white or reflective coatings, expanded urban green corridors, and redesigned building codes that maximize natural ventilation and shade.",MENA Environmental Report,en,adaptation
171,"Precision agriculture technologies using satellite imagery, drone-based monitoring, and AI-driven decision support systems have demonstrated water savings of 30-50% in arid regions. A pilot project in the Jordan Valley equipped 200 farms with IoT soil moisture sensors and automated irrigation controllers, reducing water consumption by 35% while maintaining crop yields. The technology is being scaled with support from the GIZ and the Jordanian Ministry of Agriculture.",AgriTech Climate Report,en,adaptation
187,"India's National Solar Mission has installed over 70 gigawatts of solar capacity as of 2024, targeting 280 gigawatts by 2030. The Bhadla Solar Park in Rajasthan, spanning 14,000 acres with 2,245 megawatts of capacity, is among the world's largest solar installations. India's solar tariffs have fallen to $0.038 per kilowatt-hour, making solar the cheapest source of new electricity generation in the country.",India Solar Energy Report,en,adaptation
23,"The Dead Sea has lost approximately one-third of its surface area since 1960, with water levels dropping by more than 1 meter per year. Climate change, reduced rainfall in the Jordan River basin, and water diversion for agriculture have accelerated the decline. Sinkholes numbering over 7,000 have appeared along the retreating shoreline, destroying roads, farms, and tourist facilities in Jordan and the West Bank.",MENA Environmental Report,en,impact
31,"Hurricane Otis made landfall near Acapulco, Mexico on October 25, 2023 as a Category 5 storm with sustained winds of 270 kilometers per hour. The storm intensified from a tropical storm to Category 5 in just 12 hours, a rate of rapid intensification unprecedented in the Eastern Pacific. The disaster caused over $16 billion in damages and killed at least 52 people.",National Hurricane Center,en,impact
32,"The Sahel region of Africa experienced its worst food crisis in a decade during 2023, with 45 million people facing acute food insecurity. Erratic rainfall patterns, prolonged droughts, and locust infestations destroyed crops across Burkina Faso, Mali, Niger, and Chad. The World Food Programme distributed emergency aid to 12 million people but warned that funding gaps could leave millions without assistance.",World Food Programme Bulletin,en,impact
157,"The Global Biodiversity Framework Monitor reported that 37% of shark and ray species are now threatened with extinction, largely due to overfishing amplified by habitat degradation from ocean warming and acidification. Coral reef-dependent species are declining at twice the rate of open ocean species. The Mediterranean Sea has lost 41% of its marine mammal populations since 1970, with warming waters pushing species northward.",Global Biodiversity Monitor,en,impact
177,"The International Labour Organization estimated that 80 million full-time equivalent jobs will be lost globally by 2030 due to heat stress reducing outdoor labor productivity. Agriculture, construction, and waste collection workers face the greatest exposure. In the Middle East, outdoor work bans during peak summer hours are already standard in Qatar, the UAE, and Saudi Arabia. Jordan implemented similar restrictions for the first time in June 2024.",ILO Heat Stress Report,en,impact
9,"The Green Climate Fund approved $1.2 billion in new project funding during its October 2023 board meeting in Songdo, South Korea. Approved projects include a $150 million coastal resilience program in Bangladesh, a $90 million reforestation initiative in the Congo Basin, and a $45 million water security project in Jordan. The fund has now committed over $12 billion since its establishment.",Green Climate Fund Dispatch,en,policy
52,"The Kigali Amendment to the Montreal Protocol, which entered into force in January 2019, mandates an 80% reduction in hydrofluorocarbon production and consumption by 2047. HFCs are potent greenhouse gases with warming potentials thousands of times greater than CO2. UNEP estimates that full implementation of the Kigali Amendment will avoid up to 0.5 degrees Celsius of warming by 2100.",UNEP Ozone Secretariat,en,policy
71,"UNEP's Emissions Gap Report 2023 found that current policies put the world on track for 2.5 to 2.9 degrees Celsius of warming by 2100. Full implementation of all conditional and unconditional NDCs would reduce this to 2.0 degrees, still above the Paris Agreement goal. The report called for a 42% reduction in global emissions by 2030 and a 57% reduction by 2035 relative to 2019 levels.",UNEP Emissions Gap Report,en,policy
151,"A landmark ruling by the International Court of Justice in March 2024 established that nations have a legal obligation to prevent transboundary harm from greenhouse gas emissions. The advisory opinion, requested by Vanuatu and supported by over 130 countries, does not create enforceable mandates but strengthens the legal basis for climate litigation worldwide. Over 2,300 climate lawsuits are currently active across 65 countries.",International Court of Justice Advisory,en,policy
189,"The Climate Action Tracker, an independent scientific analysis consortium, rates only 6 of 40 assessed countries as having Paris Agreement-compatible policies. The remaining countries' policies range from insufficient to critically insufficient. Major emitters including the United States, China, Russia, and India are all rated below the 1.5-degree pathway. The tracker notes that no G20 nation has a fully aligned climate policy.",Climate Action Tracker,en,policy
55,"The Global Carbon Project estimated that total CO2 emissions from fossil fuels and industry reached 36.8 billion tonnes in 2023, a 1.1% increase over 2022. Coal emissions rose by 1.0% to 15.5 billion tonnes, oil emissions increased by 1.5%, and natural gas emissions grew by 0.5%. India and China accounted for the largest absolute emission increases, while emissions in the European Union declined by 7.4%.",Global Carbon Project,en,science
57,The British Antarctic Survey reported in February 2024 that Antarctic sea ice extent had been below the previous record low for 9 of the preceding 12 months. The continent lost 2.6 million square kilometers of ice below the 1981-2010 median. Researchers are investigating whether this represents a regime shift in Antarctic ice dynamics or an extreme but temporary fluctuation driven by ocean heat transport patterns.,British Antarctic Survey,en,science
129,"Climate change has altered precipitation patterns across the Middle East, with winter rainfall declining by 10-20% since 1960 while extreme precipitation events have become more frequent and intense. A study published in Earth's Future found that the probability of drought in the Eastern Mediterranean has increased by a factor of 3.5 since 1900. The region is projected to become 20% drier by 2050 under current emission trajectories.",Earth's Future Journal,en,science
138,"Scientists from the Alfred Wegener Institute published evidence in Nature Climate Change that the rate of Antarctic ice loss tripled between 2012 and 2022 compared to the previous decade. The Thwaites Glacier, nicknamed the Doomsday Glacier, is retreating at a rate of 2 kilometers per year and holds enough ice to raise global sea levels by 65 centimeters. Complete collapse could destabilize the entire West Antarctic Ice Sheet.",Nature Climate Change,en,science
144,"The Red Sea coral reefs, among the most heat-resistant in the world, face growing threats from coastal development and pollution despite their unique thermal tolerance. Research published in Science Advances found that corals in the Gulf of Aqaba can withstand temperatures 4-5 degrees Celsius above their current maximum, making them potential genetic resources for reef restoration. Jordan and Saudi Arabia have established marine protected areas along their Red Sea coasts.",Science Advances,en,science
