text_id,category,entity_text,entity_label,start_char,end_char,system
25,impact,Pacific Island,LOC,0,14,ruler_before_ner
25,impact,Tuvalu,GPE,33,39,ruler_before_ner
25,impact,Kiribati,GPE,41,49,ruler_before_ner
25,impact,up to 50%,PERCENT,140,149,ruler_before_ner
25,impact,the Marshall Islands',GPE,153,174,ruler_before_ner
25,impact,2100,CARDINAL,207,211,ruler_before_ner
25,impact,just 2 meters,QUANTITY,243,256,ruler_before_ner
25,impact,2023,DATE,277,281,ruler_before_ner
25,impact,Tuvalu,ORG,283,289,ruler_before_ner
25,impact,Australia,GPE,315,324,ruler_before_ner
25,impact,up to 280,CARDINAL,356,365,ruler_before_ner
26,impact,Flash,PERSON,0,5,ruler_before_ner
26,impact,Derna,GPE,16,21,ruler_before_ner
26,impact,Libya,GPE,23,28,ruler_before_ner
26,impact,September 2023,DATE,32,46,ruler_before_ner
26,impact,"over 11,000",CARDINAL,54,65,ruler_before_ner
26,impact,"40,000",CARDINAL,87,93,ruler_before_ner
26,impact,Storm Daniel,ORG,99,111,ruler_before_ner
26,impact,two,CARDINAL,119,122,ruler_before_ner
26,impact,414 millimeters,QUANTITY,171,186,ruler_before_ner
26,impact,24 hours,TIME,190,198,ruler_before_ner
26,impact,annual,DATE,218,224,ruler_before_ner
26,impact,270,CARDINAL,236,239,ruler_before_ner
26,impact,50,CARDINAL,306,308,ruler_before_ner
26,impact,50%,PERCENT,331,334,ruler_before_ner
27,impact,Jordan,GPE,0,6,ruler_before_ner
27,impact,approximately 80 cubic meters,QUANTITY,115,144,ruler_before_ner
27,impact,500 cubic meters,QUANTITY,201,217,ruler_before_ner
27,impact,the Jordan Valley,LOC,359,376,ruler_before_ner
28,impact,25%,PERCENT,51,54,ruler_before_ner
28,impact,2000,DATE,61,65,ruler_before_ner
28,impact,the African Union's Climate Research Centre,ORG,91,134,ruler_before_ner
28,impact,Mediterranean,LOC,188,201,ruler_before_ner
28,impact,Southern Europe,LOC,207,222,ruler_before_ner
28,impact,up to 30%,PERCENT,297,306,ruler_before_ner
28,impact,March 2024,DATE,311,321,ruler_before_ner
28,impact,Scandinavia,LOC,377,388,ruler_before_ner
29,impact,Amman,GPE,0,5,ruler_before_ner
29,impact,2023,DATE,50,54,ruler_before_ner
29,impact,40 degrees,QUANTITY,84,94,ruler_before_ner
29,impact,18 separate days,DATE,106,122,ruler_before_ner
29,impact,August,DATE,140,146,ruler_before_ner
29,impact,The Jordanian Department of Meteorology,ORG,148,187,ruler_before_ner
29,impact,summer,DATE,210,216,ruler_before_ner
29,impact,2.1 degrees,QUANTITY,248,259,ruler_before_ner
29,impact,1970,DATE,274,278,ruler_before_ner
29,impact,35%,PERCENT,336,339,ruler_before_ner
29,impact,2018-2022,DATE,356,365,ruler_before_ner
30,impact,The IPCC Working Group II,ORG,0,25,ruler_before_ner
30,impact,21%,PERCENT,126,129,ruler_before_ner
30,impact,1961,DATE,136,140,ruler_before_ner
30,impact,South Asia,LOC,158,168,ruler_before_ner
30,impact,Sub-Saharan Africa,ORG,189,207,ruler_before_ner
30,impact,10-25%,PERCENT,236,242,ruler_before_ner
30,impact,2 degrees,THRESHOLD,249,258,ruler_before_ner
30,impact,3.3 to 3.6 billion,QUANTITY,297,315,ruler_before_ner
31,impact,Hurricane Otis,EVENT,0,14,ruler_before_ner
31,impact,Acapulco,GPE,34,42,ruler_before_ner
31,impact,Mexico,GPE,44,50,ruler_before_ner
31,impact,"October 25, 2023",DATE,54,70,ruler_before_ner
31,impact,270 kilometers per hour,QUANTITY,117,140,ruler_before_ner
31,impact,Category 5,LAW,189,199,ruler_before_ner
31,impact,just 12 hours,TIME,203,216,ruler_before_ner
31,impact,the Eastern Pacific,LOC,267,286,ruler_before_ner
31,impact,over $16 billion,MONEY,308,324,ruler_before_ner
31,impact,at least 52,CARDINAL,347,358,ruler_before_ner
32,impact,Sahel,PERSON,4,9,ruler_before_ner
32,impact,Africa,LOC,20,26,ruler_before_ner
32,impact,a decade,DATE,64,72,ruler_before_ner
32,impact,2023,DATE,80,84,ruler_before_ner
32,impact,45 million,CARDINAL,91,101,ruler_before_ner
32,impact,Burkina Faso,GPE,233,245,ruler_before_ner
32,impact,Mali,PERSON,247,251,ruler_before_ner
32,impact,Niger,PERSON,253,258,ruler_before_ner
32,impact,Chad,GPE,264,268,ruler_before_ner
32,impact,The World Food Programme,ORG,270,294,ruler_before_ner
32,impact,12 million,CARDINAL,324,334,ruler_before_ner
32,impact,millions,CARDINAL,383,391,ruler_before_ner
33,impact,Himalayas,FAC,36,45,ruler_before_ner
33,impact,10,CARDINAL,64,66,ruler_before_ner
33,impact,1990,DATE,79,83,ruler_before_ner
33,impact,October 2023,DATE,88,100,ruler_before_ner
33,impact,GLOF,ORG,104,108,ruler_before_ner
33,impact,Sikkim,GPE,112,118,ruler_before_ner
33,impact,India,GPE,120,125,ruler_before_ner
33,impact,Teesta III,PERSON,140,150,ruler_before_ner
33,impact,over 40,CARDINAL,174,181,ruler_before_ner
33,impact,23 billion dollar,MONEY,229,246,ruler_before_ner
33,impact,less than a year,DATE,276,292,ruler_before_ner
33,impact,"over 5,000",CARDINAL,319,329,ruler_before_ner
33,impact,Hindu,NORP,351,356,ruler_before_ner
33,impact,Kush Himalaya,PERSON,357,370,ruler_before_ner
34,impact,approximately 500 million,CARDINAL,54,79,ruler_before_ner
34,impact,70-90%,PERCENT,125,131,ruler_before_ner
34,impact,1.5 degrees,QUANTITY,138,149,ruler_before_ner
34,impact,2 degrees,THRESHOLD,188,197,ruler_before_ner
34,impact,$375 billion,MONEY,312,324,ruler_before_ner
34,impact,Caribbean,LOC,348,357,ruler_before_ner
34,impact,50%,PERCENT,375,378,ruler_before_ner
34,impact,1970,DATE,404,408,ruler_before_ner
35,adaptation,Jordan,GPE,0,6,ruler_before_ner
35,adaptation,Disi Water Conveyance Project,ORG,9,38,ruler_before_ner
35,adaptation,2013,DATE,53,57,ruler_before_ner
35,adaptation,$990 million,MONEY,71,83,ruler_before_ner
35,adaptation,100 million cubic meters,QUANTITY,96,120,ruler_before_ner
35,adaptation,annually,DATE,130,138,ruler_before_ner
35,adaptation,Disi,NORP,148,152,ruler_before_ner
35,adaptation,Amman,GPE,164,169,ruler_before_ner
35,adaptation,Aqaba,GPE,174,179,ruler_before_ner
35,adaptation,50 years,DATE,296,304,ruler_before_ner
36,adaptation,The Kingdom of Jordan,GPE,0,21,ruler_before_ner
36,adaptation,200-megawatt,QUANTITY,36,48,ruler_before_ner
36,adaptation,Mafraq,GPE,70,76,ruler_before_ner
36,adaptation,January 2024,DATE,80,92,ruler_before_ner
36,adaptation,"2,400 megawatts",QUANTITY,152,167,ruler_before_ner
36,adaptation,Jordan,PERSON,169,175,ruler_before_ner
36,adaptation,50%,PERCENT,193,196,ruler_before_ner
36,adaptation,2030,DATE,242,246,ruler_before_ner
36,adaptation,29%,PERCENT,256,259,ruler_before_ner
36,adaptation,2023,DATE,263,267,ruler_before_ner
36,adaptation,Mafraq,GPE,273,279,ruler_before_ner
36,adaptation,the European Bank for Reconstruction and Development,ORG,299,351,ruler_before_ner
36,adaptation,"approximately 110,000",CARDINAL,364,385,ruler_before_ner
37,adaptation,Singapore,GPE,0,9,ruler_before_ner
37,adaptation,$72 billion,MONEY,52,63,ruler_before_ner
37,adaptation,100 years,DATE,80,89,ruler_before_ner
37,adaptation,up to 4 meters,QUANTITY,173,187,ruler_before_ner
37,adaptation,The Tuas Nexus,ORG,261,275,ruler_before_ner
37,adaptation,2025,DATE,334,338,ruler_before_ner
38,adaptation,UNEP,ORG,0,4,ruler_before_ner
38,adaptation,Adaptation Gap Report,REPORT,7,28,ruler_before_ner
38,adaptation,2023,DATE,29,33,ruler_before_ner
38,adaptation,10 to 18,CARDINAL,98,106,ruler_before_ner
38,adaptation,annual,DATE,177,183,ruler_before_ner
38,adaptation,215,MONEY,205,208,ruler_before_ner
38,adaptation,$387 billion,MONEY,212,224,ruler_before_ner
38,adaptation,Only $21 billion,MONEY,248,264,ruler_before_ner
38,adaptation,2021,DATE,321,325,ruler_before_ner
39,adaptation,Netherlands,GPE,4,15,ruler_before_ner
39,adaptation,River,LOC,30,35,ruler_before_ner
39,adaptation,2019,DATE,58,62,ruler_before_ner
39,adaptation,2.3 billion,CARDINAL,76,87,ruler_before_ner
39,adaptation,34,CARDINAL,106,108,ruler_before_ner
39,adaptation,"the Rhine, Meuse",ORG,125,141,ruler_before_ner
39,adaptation,Europe,LOC,388,394,ruler_before_ner
40,adaptation,Kenya,GPE,0,5,ruler_before_ner
40,adaptation,Great Green Wall,FAC,8,24,ruler_before_ner
40,adaptation,over 15 million,CARDINAL,48,63,ruler_before_ner
40,adaptation,400-kilometer,QUANTITY,78,91,ruler_before_ner
40,adaptation,2020,DATE,135,139,ruler_before_ner
40,adaptation,"12,000",CARDINAL,161,167,ruler_before_ner
40,adaptation,"5,000",CARDINAL,203,208,ruler_before_ner
40,adaptation,FAO,ORG,236,239,ruler_before_ner
40,adaptation,the World Bank,ORG,294,308,ruler_before_ner
41,adaptation,Bangladesh,GPE,0,10,ruler_before_ner
41,adaptation,1972,DATE,60,64,ruler_before_ner
41,adaptation,Red Cross,ORG,83,92,ruler_before_ner
41,adaptation,over 99%,PERCENT,135,143,ruler_before_ner
41,adaptation,"76,000",CARDINAL,202,208,ruler_before_ner
41,adaptation,"4,000",CARDINAL,229,234,ruler_before_ner
41,adaptation,35 million,CARDINAL,295,305,ruler_before_ner
41,adaptation,12,MONEY,330,332,ruler_before_ner
41,adaptation,annual,DATE,344,350,ruler_before_ner
41,adaptation,one,CARDINAL,370,373,ruler_before_ner
42,adaptation,Abu Dhabi's,ORG,0,11,ruler_before_ner
42,adaptation,Masdar City,GPE,12,23,ruler_before_ner
42,adaptation,15 to,CARDINAL,142,147,ruler_before_ner
42,adaptation,20 degrees,QUANTITY,148,158,ruler_before_ner
42,adaptation,10-megawatt,QUANTITY,220,231,ruler_before_ner
42,adaptation,2024,DATE,312,316,ruler_before_ner
42,adaptation,Masdar City,GPE,318,329,ruler_before_ner
42,adaptation,"6,000",CARDINAL,337,342,ruler_before_ner
42,adaptation,600,CARDINAL,357,360,ruler_before_ner
42,adaptation,the International Renewable Energy Agency,ORG,403,444,ruler_before_ner
43,adaptation,Amman,GPE,12,17,ruler_before_ner
43,adaptation,Climate Action Plan,LAW,31,50,ruler_before_ner
43,adaptation,2021,DATE,54,58,ruler_before_ner
43,adaptation,40%,PERCENT,72,75,ruler_before_ner
43,adaptation,2030,DATE,127,131,ruler_before_ner
43,adaptation,"300,000",CARDINAL,192,199,ruler_before_ner
43,adaptation,daily,DATE,200,205,ruler_before_ner
43,adaptation,"25,000",CARDINAL,218,224,ruler_before_ner
44,adaptation,Israel,GPE,0,6,ruler_before_ner
44,adaptation,2025,DATE,65,69,ruler_before_ner
44,adaptation,200 million cubic meters,QUANTITY,84,108,ruler_before_ner
44,adaptation,annually,DATE,127,135,ruler_before_ner
44,adaptation,0.40,MONEY,150,154,ruler_before_ner
44,adaptation,Israel,GPE,254,260,ruler_before_ner
44,adaptation,80%,PERCENT,281,284,ruler_before_ner
45,adaptation,Costa Rica,GPE,0,10,ruler_before_ner
45,adaptation,99.5%,PERCENT,20,25,ruler_before_ner
45,adaptation,2023,DATE,62,66,ruler_before_ner
45,adaptation,98%,PERCENT,160,163,ruler_before_ner
45,adaptation,nine consecutive years,DATE,189,211,ruler_before_ner
45,adaptation,Costa Rica's,GPE,213,225,ruler_before_ner
45,adaptation,National Decarbonization Plan,ORG,226,255,ruler_before_ner
45,adaptation,2050,DATE,286,290,ruler_before_ner
45,adaptation,"60,000",CARDINAL,358,364,ruler_before_ner
45,adaptation,2025,DATE,417,421,ruler_before_ner
46,adaptation,The African Development Bank's,ORG,0,30,ruler_before_ner
46,adaptation,10,CARDINAL,74,76,ruler_before_ner
46,adaptation,11,CARDINAL,112,114,ruler_before_ner
46,adaptation,Sahel,PRODUCT,115,120,ruler_before_ner
46,adaptation,2030,DATE,134,138,ruler_before_ner
46,adaptation,250 million,CARDINAL,165,176,ruler_before_ner
46,adaptation,2024,DATE,191,195,ruler_before_ner
46,adaptation,3.2,CARDINAL,197,200,ruler_before_ner
46,adaptation,rural health clinics,ORG,283,303,ruler_before_ner
46,adaptation,"15,000",CARDINAL,383,389,ruler_before_ner
47,policy,India,GPE,0,5,ruler_before_ner
47,policy,Nationally Determined Contribution,POLICY,16,50,ruler_before_ner
47,policy,50%,PERCENT,70,73,ruler_before_ner
47,policy,2030,DATE,151,155,ruler_before_ner
47,policy,45%,PERCENT,198,201,ruler_before_ner
47,policy,2005,DATE,207,211,ruler_before_ner
47,policy,Narendra Modi,PERSON,235,248,ruler_before_ner
47,policy,COP26,CLIMATE_EVENT,274,279,ruler_before_ner
47,policy,Glasgow,GPE,283,290,ruler_before_ner
47,policy,November 2021,DATE,294,307,ruler_before_ner
47,policy,2070,DATE,340,344,ruler_before_ner
48,policy,Loss and Damage Fund,CLIMATE_FUND,4,24,ruler_before_ner
48,policy,COP27,CLIMATE_EVENT,41,46,ruler_before_ner
48,policy,Sharm el-Sheikh,GPE,50,65,ruler_before_ner
48,policy,COP28,CLIMATE_EVENT,89,94,ruler_before_ner
48,policy,$792 million,MONEY,130,142,ruler_before_ner
48,policy,Germany,GPE,144,151,ruler_before_ner
48,policy,UAE,ORG,160,163,ruler_before_ner
48,policy,$100 million,MONEY,177,189,ruler_before_ner
48,policy,United Kingdom,GPE,201,215,ruler_before_ner
48,policy,$75 million,MONEY,226,237,ruler_before_ner
48,policy,the estimated $400 billion,MONEY,299,325,ruler_before_ner
48,policy,annual,DATE,329,335,ruler_before_ner
49,policy,Brazil,GPE,0,6,ruler_before_ner
49,policy,Ministry of Environment and Climate Change,ORG,9,51,ruler_before_ner
49,policy,August 2023,DATE,65,76,ruler_before_ner
49,policy,Amazon,ORG,82,88,ruler_before_ner
49,policy,48%,PERCENT,119,122,ruler_before_ner
49,policy,the first seven months,DATE,126,148,ruler_before_ner
49,policy,Lula da Silva,PERSON,162,175,ruler_before_ner
49,policy,2022,DATE,224,228,ruler_before_ner
49,policy,IBAMA,ORG,280,285,ruler_before_ner
49,policy,the Amazon Fund,ORG,310,325,ruler_before_ner
49,policy,$500 million,MONEY,342,354,ruler_before_ner
49,policy,Norway,GPE,360,366,ruler_before_ner
49,policy,Germany,GPE,371,378,ruler_before_ner
50,policy,The International Energy Agency's,ORG,0,33,ruler_before_ner
50,policy,Net Zero,ORG,34,42,ruler_before_ner
50,policy,2050,DATE,46,50,ruler_before_ner
50,policy,2021,DATE,169,173,ruler_before_ner
50,policy,annual,DATE,197,203,ruler_before_ner
50,policy,$4 trillion,MONEY,237,248,ruler_before_ner
50,policy,2030,DATE,252,256,ruler_before_ner
50,policy,$1.3 trillion,MONEY,266,279,ruler_before_ner
50,policy,2022,DATE,283,287,ruler_before_ner
50,policy,IEA,ORG,289,292,ruler_before_ner
50,policy,Fatih Birol,PERSON,312,323,ruler_before_ner
51,policy,Saudi Arabia's,GPE,0,14,ruler_before_ner
51,policy,Vision 2030,ORG,15,26,ruler_before_ner
51,policy,50%,PERCENT,59,62,ruler_before_ner
51,policy,$500 billion,MONEY,118,130,ruler_before_ner
51,policy,"2,600-megawatt",QUANTITY,161,175,ruler_before_ner
51,policy,Sudair,ORG,176,182,ruler_before_ner
51,policy,278 million tonnes,QUANTITY,248,266,ruler_before_ner
