text_id,category,entity_text,entity_label,start_char,end_char,system
22,science,1800,DATE,47,51,base_spacy
22,science,CO2,PRODUCT,85,88,base_spacy
22,science,Annual Review of Marine Science,ORG,125,156,base_spacy
22,science,8.1,CARDINAL,182,185,base_spacy
22,science,8.2,CARDINAL,250,253,base_spacy
22,science,the Southern Ocean,LOC,302,320,base_spacy
22,science,Arctic,LOC,325,331,base_spacy
23,impact,The Dead Sea,LOC,0,12,base_spacy
23,impact,approximately one-third,CARDINAL,22,45,base_spacy
23,impact,1960,DATE,72,76,base_spacy
23,impact,more than 1 meter,QUANTITY,108,125,base_spacy
23,impact,the Jordan River,LOC,172,188,base_spacy
23,impact,"7,000",CARDINAL,287,292,base_spacy
23,impact,Jordan,GPE,390,396,base_spacy
23,impact,the West Bank,GPE,401,414,base_spacy
24,impact,Mediterranean,LOC,0,13,base_spacy
24,impact,the summer of 2023,DATE,27,45,base_spacy
24,impact,"400,000",CARDINAL,58,65,base_spacy
24,impact,Greece,GPE,82,88,base_spacy
24,impact,Turkey,GPE,90,96,base_spacy
24,impact,Algeria,GPE,98,105,base_spacy
24,impact,Tunisia,GPE,111,118,base_spacy
24,impact,48 degrees,QUANTITY,143,153,base_spacy
24,impact,Sicily,GPE,165,171,base_spacy
24,impact,European,NORP,182,190,base_spacy
24,impact,"20,000",CARDINAL,224,230,base_spacy
24,impact,an estimated $3.5 billion,MONEY,249,274,base_spacy
24,impact,Mediterranean,LOC,336,349,base_spacy
24,impact,40 days,DATE,368,375,base_spacy
24,impact,the 1980s,DATE,382,391,base_spacy
25,impact,Pacific Island,LOC,0,14,base_spacy
25,impact,Tuvalu,GPE,33,39,base_spacy
25,impact,Kiribati,GPE,41,49,base_spacy
25,impact,up to 50%,PERCENT,140,149,base_spacy
25,impact,the Marshall Islands',GPE,153,174,base_spacy
25,impact,2100,CARDINAL,207,211,base_spacy
25,impact,just 2 meters,QUANTITY,243,256,base_spacy
25,impact,2023,DATE,277,281,base_spacy
25,impact,Tuvalu,ORG,283,289,base_spacy
25,impact,Australia,GPE,315,324,base_spacy
25,impact,up to 280,CARDINAL,356,365,base_spacy
26,impact,Flash,PERSON,0,5,base_spacy
26,impact,Derna,GPE,16,21,base_spacy
26,impact,Libya,GPE,23,28,base_spacy
26,impact,September 2023,DATE,32,46,base_spacy
26,impact,"over 11,000",CARDINAL,54,65,base_spacy
26,impact,"40,000",CARDINAL,87,93,base_spacy
26,impact,Storm Daniel,ORG,99,111,base_spacy
26,impact,two,CARDINAL,119,122,base_spacy
26,impact,414 millimeters,QUANTITY,171,186,base_spacy
26,impact,24 hours,TIME,190,198,base_spacy
26,impact,annual,DATE,218,224,base_spacy
26,impact,270,CARDINAL,236,239,base_spacy
26,impact,50,CARDINAL,306,308,base_spacy
26,impact,50%,PERCENT,331,334,base_spacy
27,impact,Jordan,GPE,0,6,base_spacy
27,impact,approximately 80 cubic meters,QUANTITY,115,144,base_spacy
27,impact,500 cubic meters,QUANTITY,201,217,base_spacy
27,impact,the Jordan Valley,LOC,359,376,base_spacy
28,impact,25%,PERCENT,51,54,base_spacy
28,impact,2000,DATE,61,65,base_spacy
28,impact,the African Union's Climate Research Centre,ORG,91,134,base_spacy
28,impact,Mediterranean,LOC,188,201,base_spacy
28,impact,Southern Europe,LOC,207,222,base_spacy
28,impact,up to 30%,PERCENT,297,306,base_spacy
28,impact,March 2024,DATE,311,321,base_spacy
28,impact,Scandinavia,LOC,377,388,base_spacy
29,impact,Amman,GPE,0,5,base_spacy
29,impact,2023,DATE,50,54,base_spacy
29,impact,40 degrees,QUANTITY,84,94,base_spacy
29,impact,18 separate days,DATE,106,122,base_spacy
29,impact,August,DATE,140,146,base_spacy
29,impact,The Jordanian Department of Meteorology,ORG,148,187,base_spacy
29,impact,summer,DATE,210,216,base_spacy
29,impact,2.1 degrees,QUANTITY,248,259,base_spacy
29,impact,1970,DATE,274,278,base_spacy
29,impact,35%,PERCENT,336,339,base_spacy
29,impact,2018-2022,DATE,356,365,base_spacy
30,impact,The IPCC Working Group II,ORG,0,25,base_spacy
30,impact,21%,PERCENT,126,129,base_spacy
30,impact,1961,DATE,136,140,base_spacy
30,impact,South Asia,LOC,158,168,base_spacy
30,impact,Sub-Saharan Africa,ORG,189,207,base_spacy
30,impact,10-25%,PERCENT,236,242,base_spacy
30,impact,2 degrees,QUANTITY,249,258,base_spacy
30,impact,3.3 to 3.6 billion,QUANTITY,297,315,base_spacy
31,impact,Hurricane Otis,EVENT,0,14,base_spacy
31,impact,Acapulco,GPE,34,42,base_spacy
31,impact,Mexico,GPE,44,50,base_spacy
31,impact,"October 25, 2023",DATE,54,70,base_spacy
31,impact,270 kilometers per hour,QUANTITY,117,140,base_spacy
31,impact,Category 5,LAW,189,199,base_spacy
31,impact,just 12 hours,TIME,203,216,base_spacy
31,impact,the Eastern Pacific,LOC,267,286,base_spacy
31,impact,over $16 billion,MONEY,308,324,base_spacy
31,impact,at least 52,CARDINAL,347,358,base_spacy
32,impact,Sahel,PERSON,4,9,base_spacy
32,impact,Africa,LOC,20,26,base_spacy
32,impact,a decade,DATE,64,72,base_spacy
32,impact,2023,DATE,80,84,base_spacy
32,impact,45 million,CARDINAL,91,101,base_spacy
32,impact,Burkina Faso,GPE,233,245,base_spacy
32,impact,Mali,PERSON,247,251,base_spacy
32,impact,Niger,PERSON,253,258,base_spacy
32,impact,Chad,GPE,264,268,base_spacy
32,impact,The World Food Programme,ORG,270,294,base_spacy
32,impact,12 million,CARDINAL,324,334,base_spacy
32,impact,millions,CARDINAL,383,391,base_spacy
33,impact,Himalayas,FAC,36,45,base_spacy
33,impact,10,CARDINAL,64,66,base_spacy
33,impact,1990,DATE,79,83,base_spacy
33,impact,October 2023,DATE,88,100,base_spacy
33,impact,GLOF,ORG,104,108,base_spacy
33,impact,Sikkim,GPE,112,118,base_spacy
33,impact,India,GPE,120,125,base_spacy
33,impact,Teesta III,PERSON,140,150,base_spacy
33,impact,over 40,CARDINAL,174,181,base_spacy
33,impact,23 billion dollar,MONEY,229,246,base_spacy
33,impact,less than a year,DATE,276,292,base_spacy
33,impact,"over 5,000",CARDINAL,319,329,base_spacy
33,impact,Hindu,NORP,351,356,base_spacy
33,impact,Kush Himalaya,PERSON,357,370,base_spacy
34,impact,approximately 500 million,CARDINAL,54,79,base_spacy
34,impact,70-90%,PERCENT,125,131,base_spacy
34,impact,1.5 degrees,QUANTITY,138,149,base_spacy
34,impact,2 degrees,QUANTITY,188,197,base_spacy
34,impact,$375 billion,MONEY,312,324,base_spacy
34,impact,Caribbean,LOC,348,357,base_spacy
34,impact,50%,PERCENT,375,378,base_spacy
34,impact,1970,DATE,404,408,base_spacy
35,adaptation,Jordan,GPE,0,6,base_spacy
35,adaptation,Disi Water Conveyance Project,ORG,9,38,base_spacy
35,adaptation,2013,DATE,53,57,base_spacy
35,adaptation,$990 million,MONEY,71,83,base_spacy
35,adaptation,100 million cubic meters,QUANTITY,96,120,base_spacy
35,adaptation,annually,DATE,130,138,base_spacy
35,adaptation,Disi,NORP,148,152,base_spacy
35,adaptation,Amman,GPE,164,169,base_spacy
35,adaptation,Aqaba,GPE,174,179,base_spacy
35,adaptation,50 years,DATE,296,304,base_spacy
36,adaptation,The Kingdom of Jordan,GPE,0,21,base_spacy
36,adaptation,200-megawatt,QUANTITY,36,48,base_spacy
36,adaptation,Mafraq,GPE,70,76,base_spacy
36,adaptation,January 2024,DATE,80,92,base_spacy
36,adaptation,"2,400 megawatts",QUANTITY,152,167,base_spacy
36,adaptation,Jordan,PERSON,169,175,base_spacy
36,adaptation,50%,PERCENT,193,196,base_spacy
36,adaptation,2030,DATE,242,246,base_spacy
36,adaptation,29%,PERCENT,256,259,base_spacy
36,adaptation,2023,DATE,263,267,base_spacy
36,adaptation,Mafraq,GPE,273,279,base_spacy
36,adaptation,the European Bank for Reconstruction and Development,ORG,299,351,base_spacy
36,adaptation,"approximately 110,000",CARDINAL,364,385,base_spacy
37,adaptation,Singapore,GPE,0,9,base_spacy
37,adaptation,$72 billion,MONEY,52,63,base_spacy
37,adaptation,100 years,DATE,80,89,base_spacy
37,adaptation,up to 4 meters,QUANTITY,173,187,base_spacy
37,adaptation,The Tuas Nexus,ORG,261,275,base_spacy
37,adaptation,2025,DATE,334,338,base_spacy
38,adaptation,UNEP,ORG,0,4,base_spacy
38,adaptation,Adaptation Gap Report,ORG,7,28,base_spacy
38,adaptation,2023,DATE,29,33,base_spacy
38,adaptation,10 to 18,CARDINAL,98,106,base_spacy
38,adaptation,annual,DATE,177,183,base_spacy
38,adaptation,215,MONEY,205,208,base_spacy
38,adaptation,$387 billion,MONEY,212,224,base_spacy
38,adaptation,Only $21 billion,MONEY,248,264,base_spacy
38,adaptation,2021,DATE,321,325,base_spacy
39,adaptation,Netherlands,GPE,4,15,base_spacy
39,adaptation,River,LOC,30,35,base_spacy
39,adaptation,2019,DATE,58,62,base_spacy
39,adaptation,2.3 billion,CARDINAL,76,87,base_spacy
39,adaptation,34,CARDINAL,106,108,base_spacy
39,adaptation,"the Rhine, Meuse",ORG,125,141,base_spacy
39,adaptation,Europe,LOC,388,394,base_spacy
40,adaptation,Kenya,GPE,0,5,base_spacy
40,adaptation,Great Green Wall,FAC,8,24,base_spacy
40,adaptation,over 15 million,CARDINAL,48,63,base_spacy
40,adaptation,400-kilometer,QUANTITY,78,91,base_spacy
40,adaptation,2020,DATE,135,139,base_spacy
40,adaptation,"12,000",CARDINAL,161,167,base_spacy
40,adaptation,"5,000",CARDINAL,203,208,base_spacy
40,adaptation,FAO,ORG,236,239,base_spacy
40,adaptation,the World Bank,ORG,294,308,base_spacy
41,adaptation,Bangladesh,GPE,0,10,base_spacy
41,adaptation,1972,DATE,60,64,base_spacy
41,adaptation,Red Cross,ORG,83,92,base_spacy
41,adaptation,over 99%,PERCENT,135,143,base_spacy
41,adaptation,"76,000",CARDINAL,202,208,base_spacy
41,adaptation,"4,000",CARDINAL,229,234,base_spacy
41,adaptation,35 million,CARDINAL,295,305,base_spacy
41,adaptation,12,MONEY,330,332,base_spacy
41,adaptation,annual,DATE,344,350,base_spacy
41,adaptation,one,CARDINAL,370,373,base_spacy
42,adaptation,Abu Dhabi's,ORG,0,11,base_spacy
42,adaptation,Masdar City,GPE,12,23,base_spacy
42,adaptation,15 to,CARDINAL,142,147,base_spacy
42,adaptation,20 degrees,QUANTITY,148,158,base_spacy
42,adaptation,10-megawatt,QUANTITY,220,231,base_spacy
42,adaptation,2024,DATE,312,316,base_spacy
42,adaptation,Masdar City,GPE,318,329,base_spacy
42,adaptation,"6,000",CARDINAL,337,342,base_spacy
42,adaptation,600,CARDINAL,357,360,base_spacy
42,adaptation,the International Renewable Energy Agency,ORG,403,444,base_spacy
43,adaptation,Amman,GPE,12,17,base_spacy
43,adaptation,Climate Action Plan,LAW,31,50,base_spacy
43,adaptation,2021,DATE,54,58,base_spacy
43,adaptation,40%,PERCENT,72,75,base_spacy
43,adaptation,2030,DATE,127,131,base_spacy
43,adaptation,"300,000",CARDINAL,192,199,base_spacy
43,adaptation,daily,DATE,200,205,base_spacy
43,adaptation,"25,000",CARDINAL,218,224,base_spacy
44,adaptation,Israel,GPE,0,6,base_spacy
44,adaptation,2025,DATE,65,69,base_spacy
44,adaptation,200 million cubic meters,QUANTITY,84,108,base_spacy
44,adaptation,annually,DATE,127,135,base_spacy
44,adaptation,0.40,MONEY,150,154,base_spacy
44,adaptation,Israel,GPE,254,260,base_spacy
44,adaptation,80%,PERCENT,281,284,base_spacy
45,adaptation,Costa Rica,GPE,0,10,base_spacy
45,adaptation,99.5%,PERCENT,20,25,base_spacy
45,adaptation,2023,DATE,62,66,base_spacy
45,adaptation,98%,PERCENT,160,163,base_spacy
45,adaptation,nine consecutive years,DATE,189,211,base_spacy
45,adaptation,Costa Rica's,GPE,213,225,base_spacy
45,adaptation,National Decarbonization Plan,ORG,226,255,base_spacy
45,adaptation,2050,DATE,286,290,base_spacy
45,adaptation,"60,000",CARDINAL,358,364,base_spacy
45,adaptation,2025,DATE,417,421,base_spacy
46,adaptation,The African Development Bank's,ORG,0,30,base_spacy
46,adaptation,10,CARDINAL,74,76,base_spacy
46,adaptation,11,CARDINAL,112,114,base_spacy
46,adaptation,Sahel,PRODUCT,115,120,base_spacy
46,adaptation,2030,DATE,134,138,base_spacy
46,adaptation,250 million,CARDINAL,165,176,base_spacy
46,adaptation,2024,DATE,191,195,base_spacy
46,adaptation,3.2,CARDINAL,197,200,base_spacy
46,adaptation,rural health clinics,ORG,283,303,base_spacy
46,adaptation,"15,000",CARDINAL,383,389,base_spacy
47,policy,India,GPE,0,5,base_spacy
47,policy,Nationally Determined Contribution,ORG,16,50,base_spacy
47,policy,50%,PERCENT,70,73,base_spacy
47,policy,2030,DATE,151,155,base_spacy
47,policy,45%,PERCENT,198,201,base_spacy
47,policy,2005,DATE,207,211,base_spacy
47,policy,Narendra Modi,PERSON,235,248,base_spacy
47,policy,Glasgow,GPE,283,290,base_spacy
47,policy,November 2021,DATE,294,307,base_spacy
47,policy,2070,DATE,340,344,base_spacy
48,policy,COP27,GPE,41,46,base_spacy
48,policy,Sharm el-Sheikh,GPE,50,65,base_spacy
48,policy,$792 million,MONEY,130,142,base_spacy
48,policy,Germany,GPE,144,151,base_spacy
48,policy,UAE,ORG,160,163,base_spacy
48,policy,$100 million,MONEY,177,189,base_spacy
48,policy,United Kingdom,GPE,201,215,base_spacy
48,policy,$75 million,MONEY,226,237,base_spacy
48,policy,the estimated $400 billion,MONEY,299,325,base_spacy
48,policy,annual,DATE,329,335,base_spacy
49,policy,Brazil,GPE,0,6,base_spacy
49,policy,Ministry of Environment and Climate Change,ORG,9,51,base_spacy
49,policy,August 2023,DATE,65,76,base_spacy
49,policy,Amazon,ORG,82,88,base_spacy
49,policy,48%,PERCENT,119,122,base_spacy
49,policy,the first seven months,DATE,126,148,base_spacy
49,policy,Lula da Silva,PERSON,162,175,base_spacy
49,policy,2022,DATE,224,228,base_spacy
49,policy,IBAMA,ORG,280,285,base_spacy
49,policy,the Amazon Fund,ORG,310,325,base_spacy
49,policy,$500 million,MONEY,342,354,base_spacy
49,policy,Norway,GPE,360,366,base_spacy
49,policy,Germany,GPE,371,378,base_spacy
50,policy,The International Energy Agency's,ORG,0,33,base_spacy
50,policy,Net Zero,ORG,34,42,base_spacy
50,policy,2050,DATE,46,50,base_spacy
50,policy,2021,DATE,169,173,base_spacy
50,policy,annual,DATE,197,203,base_spacy
50,policy,$4 trillion,MONEY,237,248,base_spacy
50,policy,2030,DATE,252,256,base_spacy
50,policy,$1.3 trillion,MONEY,266,279,base_spacy
50,policy,2022,DATE,283,287,base_spacy
50,policy,IEA,ORG,289,292,base_spacy
50,policy,Fatih Birol,PERSON,312,323,base_spacy
51,policy,Saudi Arabia's,GPE,0,14,base_spacy
51,policy,Vision 2030,ORG,15,26,base_spacy
51,policy,50%,PERCENT,59,62,base_spacy
51,policy,$500 billion,MONEY,118,130,base_spacy
51,policy,"2,600-megawatt",QUANTITY,161,175,base_spacy
51,policy,Sudair,ORG,176,182,base_spacy
51,policy,278 million tonnes,QUANTITY,248,266,base_spacy
51,policy,annually,DATE,267,275,base_spacy
51,policy,2030,DATE,279,283,base_spacy
51,policy,Saudi,NORP,296,301,base_spacy
51,policy,Green Initiative,GPE,302,318,base_spacy
51,policy,Middle East Green Initiative,LOC,335,363,base_spacy
51,policy,50 billion,CARDINAL,385,395,base_spacy
52,policy,The Kigali Amendment,LAW,0,20,base_spacy
52,policy,the Montreal Protocol,LAW,24,45,base_spacy
52,policy,January 2019,DATE,75,87,base_spacy
52,policy,80%,PERCENT,101,104,base_spacy
52,policy,2047,DATE,166,170,base_spacy
52,policy,thousands,CARDINAL,229,238,base_spacy
52,policy,UNEP,ORG,266,270,base_spacy
52,policy,the Kigali Amendment,LAW,309,329,base_spacy
52,policy,0.5 degrees,QUANTITY,347,358,base_spacy
52,policy,2100,DATE,381,385,base_spacy
53,policy,Jordanian,NORP,4,13,base_spacy
53,policy,the Renewable Energy and Energy Efficiency Law,ORG,32,78,base_spacy
53,policy,December 2023,DATE,82,95,base_spacy
53,policy,$50 million,MONEY,278,289,base_spacy
53,policy,the Central Bank of Jordan,ORG,336,362,base_spacy
54,science,Nature Communications,ORG,21,42,base_spacy
54,science,February 2024,DATE,46,59,base_spacy
54,science,Arctic,LOC,109,115,base_spacy
54,science,first,ORDINAL,137,142,base_spacy
54,science,September,DATE,152,161,base_spacy
54,science,a decade earlier,DATE,185,201,base_spacy
54,science,40 years,DATE,273,281,base_spacy
54,science,2050,DATE,413,417,base_spacy
55,science,CO2,PRODUCT,47,50,base_spacy
55,science,36.8 billion tonnes,QUANTITY,100,119,base_spacy
55,science,2023,DATE,123,127,base_spacy
55,science,1.1%,PERCENT,131,135,base_spacy
55,science,2022,DATE,150,154,base_spacy
55,science,1.0%,PERCENT,179,183,base_spacy
55,science,15.5 billion tonnes,QUANTITY,187,206,base_spacy
55,science,1.5%,PERCENT,235,239,base_spacy
55,science,0.5%,PERCENT,275,279,base_spacy
55,science,India,GPE,281,286,base_spacy
55,science,China,GPE,291,296,base_spacy
55,science,the European Union,ORG,371,389,base_spacy
55,science,7.4%,PERCENT,402,406,base_spacy
56,science,"1,923",CARDINAL,49,54,base_spacy
56,science,2023,DATE,76,80,base_spacy
56,science,more than 2.5,CARDINAL,82,95,base_spacy
56,science,722,CARDINAL,130,133,base_spacy
56,science,March 2024,DATE,194,204,base_spacy
56,science,80,CARDINAL,349,351,base_spacy
56,science,CO2,PRODUCT,366,369,base_spacy
56,science,20-year,DATE,377,384,base_spacy
57,science,The British Antarctic Survey,ORG,0,28,base_spacy
57,science,February 2024,DATE,41,54,base_spacy
57,science,Antarctic sea,LOC,60,73,base_spacy
57,science,9,CARDINAL,128,129,base_spacy
57,science,the preceding 12 months,DATE,133,156,base_spacy
57,science,2.6 million square kilometers,QUANTITY,177,206,base_spacy
57,science,1981-2010,DATE,224,233,base_spacy
57,science,Antarctic ice,LOC,314,327,base_spacy
58,science,ETH Zurich,ORG,10,20,base_spacy
58,science,Nature,WORK_OF_ART,42,48,base_spacy
58,science,2023 summer,DATE,62,73,base_spacy
58,science,the Northern Hemisphere,LOC,87,110,base_spacy
58,science,The World Weather Attribution,ORG,185,214,base_spacy
58,science,July 2023,DATE,241,250,base_spacy
58,science,Southern Europe,LOC,263,278,base_spacy
58,science,North Africa,GPE,280,292,base_spacy
58,science,the Middle East,LOC,298,313,base_spacy
